Customer ID,Credit Limit,Gender,Education,Marriage Status,Age,Bill_Amount1,Bill_Amount2,Bill_Amount3,Pay_Amount1,Pay_Amount2,Pay_Amount3,Default payment next month
400,120000,female,univeresity,single,25,120298,120822,109887,4007,0,8272,0
401,240000,male,post-graduate,single,29,156362,132280,99174,5233,3289,2072,0
402,60000,female,high school,married,42,41322,29091,28097,1488,1394,962,0
403,150000,male,post-graduate,single,41,1464,2084,384,2091,384,0,1
404,30000,male,univeresity,married,48,27879,28870,27806,1774,1710,1046,0
405,160000,female,post-graduate,single,29,160432,163916,159676,7500,0,11558,1
406,200000,male,post-graduate,married,52,3858,2690,3410,2690,3487,0,0
407,120000,female,univeresity,married,25,26476,21393,0,6000,0,0,0
408,500000,male,post-graduate,married,37,507062,491956,430637,325,15296,12137,0
409,320000,female,post-graduate,single,27,55607,62893,59001,11404,8232,10450,0
410,280000,male,post-graduate,single,31,168382,175646,180650,10000,8000,6371,0
411,60000,female,post-graduate,single,23,29332,28577,30805,0,2709,1600,1
412,200000,female,post-graduate,married,38,190,0,0,0,0,367,0
413,230000,female,post-graduate,married,32,0,0,2809,0,2809,4606,0
414,230000,female,univeresity,single,27,13668,12647,13135,0,1064,423,1
415,480000,female,high school,married,41,14867,26665,199960,26734,199982,9033,0
416,50000,female,high school,married,35,22500,5000,0,5000,0,0,0
417,200000,female,post-graduate,single,31,7184,14845,1097,17507,1102,0,0
418,50000,female,post-graduate,single,30,14811,16262,17286,2000,1600,1200,0
419,50000,male,univeresity,married,48,44338,43048,35639,3629,3332,2000,0
420,260000,female,post-graduate,single,36,0,0,0,0,0,0,1
421,30000,male,post-graduate,single,24,25265,26354,27710,1500,1800,1007,0
422,440000,female,post-graduate,single,29,169661,167199,158520,8071,9021,7013,0
423,230000,female,univeresity,single,38,10237,2795,1350,2795,1350,371,0
424,200000,male,univeresity,married,38,104978,105924,102663,4500,0,3500,1
425,490000,female,univeresity,married,30,192586,197967,201666,10000,7143,7306,0
426,80000,female,univeresity,married,32,11262,0,0,0,0,0,0
427,20000,female,high school,single,49,9551,12081,13087,3000,1500,0,1
428,170000,female,post-graduate,single,31,199,199,199,199,199,398,1
429,70000,male,post-graduate,single,27,70119,68536,66601,3600,1646,600,0
430,210000,female,univeresity,single,33,212601,177946,119362,6000,4500,5000,0
431,90000,female,univeresity,single,25,91894,71732,73241,3200,3300,3000,0
432,390000,female,post-graduate,single,27,304867,299998,300426,13007,10612,10041,1
433,110000,female,post-graduate,single,29,48123,49537,50422,2500,2500,2000,0
434,580000,female,post-graduate,married,36,159760,162189,166127,6422,6565,5951,0
435,360000,male,high school,married,55,9210,8485,17231,6015,17454,1775,0
436,270000,female,univeresity,married,32,234752,233036,229286,10000,8000,0,1
437,60000,female,post-graduate,single,27,14072,0,0,0,0,300,0
438,110000,male,high school,married,37,61807,62499,62162,2300,2200,2300,0
439,50000,female,post-graduate,married,25,51044,50231,46677,2500,3008,1000,0
440,80000,female,post-graduate,single,23,77024,73281,57806,3212,1600,956,1
441,50000,male,univeresity,single,23,350,350,400,350,400,1695,0
442,100000,male,post-graduate,single,32,83831,85586,87289,4000,4037,6500,0
443,30000,female,post-graduate,single,26,0,0,945,0,945,0,0
444,200000,female,post-graduate,single,27,122923,124653,126355,5704,5930,4000,0
445,240000,male,post-graduate,single,44,246135,231443,234557,12026,9010,7400,1
446,220000,male,univeresity,single,34,37304,33304,29254,1600,1500,1100,0
447,160000,female,post-graduate,single,28,146433,107604,89902,4500,4400,3000,0
448,180000,female,post-graduate,married,53,46122,1260,29366,1260,29366,54,0
449,200000,male,high school,married,42,38564,38246,32253,5000,1485,1956,0
450,140000,female,high school,married,30,96304,98007,82227,4505,12906,0,0
451,380000,male,post-graduate,married,51,0,0,0,0,0,0,1
452,600000,male,post-graduate,married,53,467150,458862,469703,0,18000,16000,1
453,260000,male,univeresity,single,37,255691,262736,36638,14000,5022,130000,0
454,200000,female,post-graduate,single,26,156786,179,1443,179,1443,1443,0
455,80000,male,univeresity,single,42,78129,28202,78553,2500,51432,1800,0
456,40000,male,univeresity,single,39,40034,36549,17431,2027,1207,301,0
457,130000,male,high school,single,39,71034,69329,74175,0,6000,0,0
458,50000,male,post-graduate,single,32,23974,24131,25326,1800,1900,1300,0
459,230000,female,univeresity,married,41,819,18163,5473,18163,5654,12887,0
460,70000,male,univeresity,married,48,50927,39883,32017,2100,1217,500,1
461,180000,female,univeresity,married,38,152510,151651,159019,5657,10372,5000,0
462,80000,female,univeresity,married,36,1689,8638,5702,8638,5723,2980,0
463,290000,female,univeresity,single,26,20807,99860,100000,80000,3000,3015,0
464,230000,female,post-graduate,single,28,30141,131255,110503,120093,8034,3013,0
465,170000,female,high school,married,56,0,0,1991,0,1991,0,0
466,230000,male,post-graduate,married,59,208459,206331,203813,7536,7277,7100,1
467,220000,male,post-graduate,single,38,212795,211043,212759,8909,7500,9000,1
468,230000,male,univeresity,single,32,28114,28006,25000,1610,1224,655,0
469,500000,male,univeresity,married,38,59372,49677,49515,10026,7241,50091,0
470,90000,female,post-graduate,married,41,6160,3274,6190,3276,6246,307,0
471,390000,female,high school,single,35,355215,363325,373181,13802,16525,8893,1
472,400000,female,univeresity,single,41,366193,372700,375948,14020,13595,6243,0
473,180000,male,univeresity,married,34,2927,2790,1140,2790,1140,2144,0
474,60000,male,high school,married,38,29295,30321,31018,1800,1500,2000,0
475,120000,female,univeresity,married,32,4158,2682,0,2682,0,6440,0
476,60000,female,univeresity,single,29,27199,28358,28937,1900,1400,1000,0
477,50000,male,post-graduate,single,44,50893,28527,29241,1800,1500,1200,0
478,70000,female,univeresity,married,37,66759,68200,72972,2518,5950,0,0
479,500000,female,post-graduate,married,38,600,300,501,0,501,300,0
480,200000,male,post-graduate,single,31,0,0,0,0,0,0,0
481,250000,female,univeresity,married,40,44930,137101,90801,120041,4435,0,0
482,140000,male,univeresity,single,26,131367,146193,140202,17000,0,11400,1
483,70000,female,univeresity,single,28,41264,41799,37887,2112,1200,758,0
484,90000,male,high school,married,48,77604,73317,71334,1700,4000,1600,0
485,100000,female,univeresity,married,43,2491,1709,574,1709,574,556,0
486,190000,male,univeresity,married,31,177554,180633,172914,7600,6303,4137,0
487,230000,female,post-graduate,married,42,6865,15111,13165,15111,13165,0,0
488,320000,male,univeresity,married,39,93768,91523,91579,3317,3506,4218,0
489,220000,female,univeresity,married,36,396,1648,792,1648,792,0,1
490,260000,female,post-graduate,married,34,16426,6088,4663,6277,4663,4140,0
491,90000,female,univeresity,single,32,573,0,0,157,0,0,0
492,30000,female,univeresity,married,43,28703,26622,24022,1300,2,1608,0
493,260000,male,univeresity,single,30,98560,100980,222102,4000,11900,207,0
494,170000,female,univeresity,single,28,28304,17616,308,4000,308,0,0
495,80000,female,post-graduate,married,28,8574,9434,10038,1203,1047,248,1
496,50000,male,post-graduate,married,41,508,672,226,1000,390,1000,0
497,200000,female,high school,single,47,203183,202961,194449,7521,7000,7000,0
498,20000,male,univeresity,single,23,16440,20417,18333,7403,0,820,0
499,250000,female,post-graduate,married,49,66,0,0,0,0,120,0
500,20000,male,post-graduate,married,38,15912,17272,20565,1623,3916,750,0
501,30000,female,univeresity,married,38,20344,21705,22537,2000,1500,2000,0
502,90000,female,univeresity,married,35,23132,22474,28067,0,6000,0,0
503,230000,female,high school,single,46,221590,227397,230302,10000,9000,8000,0
504,130000,female,post-graduate,married,33,19161,20544,22704,2000,3000,0,1
505,30000,male,high school,married,53,0,0,0,0,0,0,0
506,160000,male,post-graduate,single,35,396,396,396,396,396,0,0
507,500000,female,univeresity,single,43,3959,0,285138,0,285138,4989,0
508,180000,female,univeresity,single,28,42238,38741,36696,2500,2000,1128,0
509,80000,female,univeresity,married,30,21507,13207,13997,1700,1400,200,0
510,120000,male,post-graduate,single,26,884,0,0,0,0,10446,0
511,130000,male,univeresity,married,31,1261,1261,1261,1261,1261,1411,0
512,120000,female,univeresity,single,35,240,240,240,240,240,240,1
513,360000,male,post-graduate,single,28,20223,52962,3978,53228,3997,1750,0
514,50000,male,univeresity,single,23,29509,30741,31438,2000,1500,1300,1
515,20000,female,univeresity,single,23,18355,20259,19534,2900,10,577,0
516,100000,male,high school,married,56,94265,53376,85787,2385,88678,2169,0
517,70000,male,high school,married,32,68739,67629,69188,3060,3300,2610,0
518,50000,male,univeresity,married,47,13917,16695,21320,3000,5000,2000,0
519,10000,female,univeresity,single,22,10250,8558,10525,0,2126,390,0
520,290000,female,post-graduate,married,34,93844,97708,103066,6000,7000,5000,0
521,30000,female,post-graduate,married,31,16496,17522,18531,1597,1606,819,0
522,410000,female,univeresity,single,27,-58,32991,36465,33049,16000,8700,0
523,360000,male,post-graduate,single,28,1210,820,64644,390,75720,62520,1
524,140000,female,univeresity,married,42,111496,112133,69529,6022,3021,5012,1
525,210000,female,post-graduate,single,32,67374,69489,70937,3200,3200,2600,0
526,220000,female,univeresity,single,27,1692,13250,433,13250,433,1831,0
527,20000,male,univeresity,single,27,18649,18066,19040,0,1594,1000,0
528,620000,female,univeresity,married,45,160837,156839,160440,0,6200,6000,1
529,360000,male,post-graduate,single,26,-8,-8,-8,0,0,0,0
530,20000,female,univeresity,single,21,18763,14410,13771,14410,0,28,0
531,50000,male,univeresity,single,23,34549,18552,19334,2836,1200,13000,0
532,50000,male,univeresity,married,30,97538,49187,17518,2454,1588,780,0
533,10000,male,univeresity,single,46,4073,6394,6143,2400,0,871,1
534,100000,female,high school,married,50,53849,55030,61574,2050,7500,2500,1
535,50000,male,post-graduate,single,26,2411,3059,2333,3068,2440,1807,0
536,60000,male,univeresity,single,25,480,1675,3630,1675,2500,578,0
537,440000,female,post-graduate,single,35,330759,337794,274075,13100,11000,10000,0
538,120000,male,univeresity,married,44,92007,87939,82094,5417,2847,2066,0
539,50000,female,post-graduate,single,52,3257,4166,0,1000,0,0,0
540,110000,female,univeresity,married,40,92638,90905,95768,600,7300,3700,0
541,200000,female,post-graduate,single,38,399,0,0,0,0,0,0
542,150000,female,post-graduate,single,28,0,0,0,0,0,0,0
543,30000,female,univeresity,married,36,28778,28039,28286,0,1000,0,1
544,100000,female,post-graduate,single,24,30092,30486,30178,1553,5000,87,0
545,360000,female,post-graduate,married,34,12339,10138,23912,10000,13912,9785,0
546,390000,female,post-graduate,single,31,50620,43220,44237,5000,3000,3000,0
547,220000,female,post-graduate,married,41,-65,-65,-65,0,0,0,1
548,160000,female,univeresity,single,25,0,0,0,0,0,0,0
549,230000,female,post-graduate,single,28,2403,7357,9752,7357,2566,3000,0
550,120000,male,post-graduate,single,27,52437,50473,45087,5024,5000,5000,0
551,100000,male,high school,married,52,4657,6068,6418,1500,1000,1000,1
552,190000,female,post-graduate,single,41,28204,0,16500,0,16500,0,1
553,50000,male,post-graduate,married,56,50715,51073,28185,2500,1500,1100,1
554,240000,female,post-graduate,married,42,0,6370,0,6370,0,0,0
555,40000,female,univeresity,single,24,35285,36714,37356,2000,1600,1401,0
556,630000,female,univeresity,married,47,37850,68187,1207,38187,1207,2632,0
557,160000,female,post-graduate,married,33,5233,5393,1824,5401,1829,350,0
558,110000,female,univeresity,single,32,65299,74565,78516,11000,5800,3200,0
559,20000,male,univeresity,single,29,17208,18419,0,2055,0,0,0
560,210000,female,high school,married,53,57192,58472,59658,2800,2753,2400,0
561,270000,male,post-graduate,single,34,5780,12006,15736,12006,5736,6621,0
562,360000,female,univeresity,single,52,640,2113,-6,2231,0,1005,0
563,60000,female,univeresity,married,42,631,2790,1758,2790,1758,416,0
564,360000,male,univeresity,single,38,108351,111201,63146,8005,8004,5000,0
565,390000,female,post-graduate,single,45,834,155,-1690,1,1693,6940,0
566,250000,female,high school,single,35,7244,8472,1738,8514,1751,6739,0
567,90000,female,post-graduate,single,24,13141,14526,15482,1600,1500,3000,1
568,360000,male,post-graduate,single,28,7071,401,3545,1510,3575,10573,0
569,50000,male,high school,single,26,35429,30626,30241,1537,1947,800,0
570,270000,female,post-graduate,married,40,18751,5706,0,1000,0,0,0
571,200000,female,post-graduate,single,29,55788,8360,4897,8394,4927,5089,0
572,50000,female,univeresity,single,23,49809,50364,38429,2040,2766,1690,0
573,350000,male,post-graduate,single,33,10900,10478,-22,10530,0,0,0
574,160000,female,univeresity,single,60,3128,5156,1089,5156,1089,0,1
575,80000,female,high school,married,49,3367,4641,2290,4641,2290,1459,0
576,290000,male,post-graduate,married,53,279610,282024,282508,13000,10200,10265,1
577,270000,female,post-graduate,single,28,475,475,5691,475,5691,34000,0
578,80000,male,post-graduate,single,31,5994,32223,8308,13647,8314,4082,0
579,50000,male,univeresity,single,36,5197,6015,6615,1300,1100,1000,0
580,30000,male,univeresity,married,35,7797,2687,8762,2687,8765,3390,0
581,30000,male,univeresity,single,28,0,780,0,780,0,0,1
582,90000,male,univeresity,single,33,35785,29155,27485,15155,5485,5263,0
583,160000,male,post-graduate,single,26,1433,3746,30258,3757,30348,1044,0
584,80000,female,high school,single,53,77766,77954,78512,4000,2374,2007,0
585,50000,male,univeresity,single,42,50300,50898,49111,2200,1600,1700,0
586,20000,female,post-graduate,single,25,14603,15661,16394,1600,1300,600,0
587,220000,male,post-graduate,married,43,0,0,0,0,0,0,1
588,210000,male,high school,single,25,8817,23634,21776,23776,0,9631,1
589,130000,female,univeresity,single,29,131575,130931,132969,6700,6000,1291,0
590,260000,female,univeresity,married,31,5841,23194,62361,23194,50000,11500,0
591,230000,female,post-graduate,married,30,30341,25981,24092,5000,5000,65840,0
592,160000,male,post-graduate,single,34,83255,83912,85161,4000,3924,3200,0
593,50000,male,post-graduate,married,35,34976,6018,13930,1127,1074,215,0
594,80000,male,univeresity,married,32,48747,45955,44989,2145,1844,2009,0
595,110000,male,high school,single,46,56700,57875,59044,2681,2724,2287,0
596,200000,male,post-graduate,married,43,144678,140804,136437,5090,5014,5009,0
597,360000,male,univeresity,single,29,268112,263368,259969,9429,8738,7017,0
598,210000,female,high school,single,31,0,0,0,0,0,0,0
599,80000,female,univeresity,single,24,79243,75254,58683,3249,3000,5000,0
600,300000,female,univeresity,married,36,-475,5191,4606,10000,0,0,1
601,310000,female,univeresity,married,43,23396,24182,25135,1426,1379,867,0
602,30000,male,high school,married,59,390,390,390,390,390,390,1
603,170000,male,post-graduate,married,53,17862,17927,18800,1323,1196,544,0
604,140000,female,univeresity,single,28,26450,28823,28171,3007,0,924,0
605,180000,female,univeresity,single,31,0,0,0,0,0,0,0
606,50000,male,post-graduate,single,34,22746,22099,24121,0,2700,0,0
607,50000,female,univeresity,married,36,9214,10359,7350,1351,1500,150,0
608,110000,female,post-graduate,single,24,40882,35428,39680,2000,5000,5000,0
609,450000,female,high school,married,36,3996,9120,8528,9120,8528,0,0
610,200000,female,univeresity,married,34,390,390,390,390,390,561,0
611,220000,male,post-graduate,single,43,44177,25736,19292,1006,32906,18900,0
612,360000,female,post-graduate,single,29,3280,0,0,0,0,0,1
613,50000,male,univeresity,married,37,48226,48727,46228,2000,1684,1601,0
614,40000,male,univeresity,single,23,36650,29541,26190,0,1435,955,0
615,190000,female,univeresity,married,37,115049,117856,119570,6000,5000,0,0
616,150000,male,post-graduate,single,33,21724,23168,23320,2100,1200,965,0
617,200000,female,post-graduate,married,37,0,0,0,0,0,0,0
618,270000,female,univeresity,married,56,137807,123769,104377,5000,5000,3953,0
619,60000,male,post-graduate,single,25,58839,53235,38533,2018,1900,2000,0
620,200000,female,univeresity,married,39,80833,79100,70764,3315,3088,2572,0
621,150000,female,univeresity,married,39,36146,36184,37511,3000,3000,3000,0
622,180000,female,univeresity,single,28,340,-120,420,0,1000,500,0
623,90000,female,post-graduate,single,27,7624,0,0,0,0,0,0
624,360000,female,univeresity,married,37,0,0,0,0,0,0,0
625,90000,female,post-graduate,single,24,491,0,0,0,0,0,0
626,20000,female,univeresity,single,24,13168,13888,14900,1237,1249,1265,0
627,70000,male,post-graduate,married,46,60040,55274,51766,2600,1800,2000,0
628,230000,male,post-graduate,married,39,660,660,660,660,660,660,0
629,30000,male,high school,married,48,29434,28960,29022,1465,2000,1033,0
630,200000,female,high school,married,45,4430,7182,3855,7193,3855,3411,0
631,100000,male,high school,single,49,1440,0,0,0,0,0,0
632,50000,female,univeresity,single,23,26795,28056,29284,2000,2000,2000,0
633,20000,female,high school,married,25,16591,16442,6401,1155,1000,0,0
634,210000,female,univeresity,married,47,0,0,0,0,0,0,0
635,110000,male,high school,married,56,46486,35758,34323,4086,1428,1318,0
636,20000,female,high school,married,44,550,228,0,228,0,228,0
637,50000,female,high school,married,49,5630,6629,5918,1107,1000,1000,0
638,50000,male,univeresity,married,41,21986,21520,20979,1362,1294,682,0
639,400000,female,post-graduate,single,40,60125,1981,4521,1981,4521,20500,0
640,170000,male,univeresity,single,31,56364,58132,59171,3000,3000,2000,0
641,280000,male,univeresity,married,42,148363,148432,151310,6900,6867,5500,0
642,130000,female,high school,married,28,100143,50456,50000,2500,1000,0,0
643,210000,female,univeresity,single,32,46255,50486,54019,5000,5000,5000,0
644,370000,male,univeresity,single,28,276436,239025,149128,20000,13000,5000,0
645,30000,female,univeresity,married,31,29493,19433,18782,3200,0,742,0
646,150000,male,high school,single,39,214450,147280,150000,5180,5000,0,0
647,60000,male,high school,married,31,35369,35320,0,1027,0,0,1
648,80000,female,univeresity,single,24,77615,77303,66396,3100,2586,2000,0
649,280000,female,univeresity,married,44,186149,181779,192189,0,15000,8000,1
650,20000,female,univeresity,single,46,21075,20795,20206,0,0,0,0
651,270000,male,post-graduate,single,32,0,0,1100,0,1100,300,0
652,240000,female,univeresity,single,26,14348,7500,7816,1000,7816,7500,0
653,20000,female,post-graduate,single,22,20137,20179,18067,1300,1301,900,0
654,450000,female,post-graduate,married,42,-200,-200,0,0,200,42000,1
655,10000,male,univeresity,single,33,8177,9131,9669,2500,1145,1000,0
656,280000,male,univeresity,married,39,2082,3557,5623,3597,5672,5427,1
657,290000,female,high school,single,27,13820,15614,16293,2000,1300,0,0
658,190000,female,post-graduate,single,28,46923,48666,49347,2500,2000,3000,1
659,80000,female,post-graduate,single,23,53261,38091,19744,4500,2011,3105,0
660,280000,female,univeresity,single,28,427,298,1179,0,1179,1714,0
661,160000,female,post-graduate,married,33,14150,8106,12431,8106,12431,12145,0
662,90000,male,univeresity,married,40,42856,44925,0,3114,0,787,1
663,140000,female,post-graduate,single,37,1034,40000,0,40000,0,0,0
664,50000,male,post-graduate,single,22,5137,5960,6270,1300,1000,120,0
665,40000,female,univeresity,married,32,24114,25417,28777,2000,4110,1100,0
666,130000,female,high school,married,43,130067,129385,96775,5540,4403,3814,0
667,70000,female,high school,married,27,61611,62711,63695,3011,3095,2000,0
668,30000,female,univeresity,married,35,25078,25538,25880,1500,1387,893,0
669,100000,female,high school,married,35,97002,102698,97997,8200,0,8000,0
670,20000,female,post-graduate,married,30,5766,7511,7678,2000,500,0,1
671,30000,female,univeresity,single,34,99568,32326,31840,33000,33000,5810,0
672,20000,male,univeresity,married,34,12857,14183,14890,1541,1248,1000,1
673,100000,female,post-graduate,single,28,96193,82342,81967,3600,3800,3000,1
674,30000,male,univeresity,single,25,2400,2400,2400,0,0,0,1
675,320000,female,post-graduate,married,41,97797,99672,101953,4520,5050,3590,0
676,90000,male,high school,single,42,64762,63164,32789,0,2900,0,1
677,190000,male,univeresity,single,40,145613,156765,159386,15000,6600,6500,1
678,200000,male,post-graduate,single,28,71989,122129,147936,52129,30000,6000,0
679,300000,female,univeresity,single,31,3345,1083,4339,1087,4355,7423,0
680,30000,female,post-graduate,single,56,29033,17013,7024,1283,7024,7024,0
681,110000,female,univeresity,married,45,26650,20787,20566,1532,2000,783,0
682,230000,female,post-graduate,single,29,0,0,1024,0,1024,0,0
683,230000,female,post-graduate,married,35,4259,5432,6182,1250,1000,0,0
684,310000,female,univeresity,single,28,106468,108955,112374,8000,6000,5000,0
685,320000,male,post-graduate,married,40,247276,241167,238196,10000,10000,10000,0
686,360000,male,post-graduate,married,47,1548,-32,177639,0,177671,3508,0
687,20000,female,high school,married,41,780,0,732,0,732,300,1
688,170000,female,univeresity,single,27,162671,166202,161973,7500,6000,10000,0
689,140000,male,post-graduate,married,40,123049,125616,129695,4310,5913,4426,0
690,80000,male,univeresity,single,32,51372,51872,47593,1853,1700,1522,0
691,150000,male,univeresity,single,35,60015,72227,51364,20000,30000,54340,0
692,170000,male,univeresity,single,27,1170,780,0,0,0,0,0
693,200000,female,univeresity,married,29,159398,156955,132144,6163,4530,4500,1
694,70000,male,post-graduate,single,30,55664,59529,57571,5800,0,2250,0
695,320000,male,univeresity,married,37,43528,498,429,500,431,14328,0
696,150000,female,post-graduate,single,29,0,0,0,0,0,0,0
697,50000,female,post-graduate,married,34,27966,28539,11597,1267,1553,7511,0
698,90000,female,univeresity,single,34,8792,7500,0,0,0,0,0
699,280000,male,post-graduate,married,41,28026,41302,51500,41346,52110,35752,0
700,300000,female,post-graduate,single,31,43610,43280,36156,1655,1797,750,0
701,400000,female,univeresity,single,40,0,8235,0,8235,0,0,0
702,200000,female,post-graduate,married,27,5780,105,105,105,105,0,0
703,10000,female,high school,single,22,8109,9778,8259,2000,1036,0,1
704,50000,female,univeresity,married,30,52515,51424,49967,0,0,2000,1
705,30000,female,univeresity,married,22,22582,26518,25814,4600,0,0,0
706,50000,male,post-graduate,single,26,15448,16392,18096,1500,2000,1500,1
707,50000,male,univeresity,married,38,58102,59011,56272,2500,2500,2000,0
708,30000,female,high school,married,46,12289,11806,13268,0,1970,0,0
709,20000,male,univeresity,single,24,10476,7279,688,1000,688,0,0
710,20000,male,univeresity,single,49,16326,17497,18456,1441,1400,368,0
711,50000,male,post-graduate,married,49,17681,18249,18054,1611,2000,780,0
712,30000,female,univeresity,married,42,47912,25023,25768,1755,1500,1000,0
713,360000,female,post-graduate,married,30,18886,14249,3821,0,3828,2000,0
714,170000,male,univeresity,married,42,0,1690,0,1690,0,0,0
715,400000,female,post-graduate,single,31,203,767,664,770,667,1256,0
716,50000,female,univeresity,married,49,34962,32275,31253,1613,2000,1500,0
717,160000,female,univeresity,single,27,80964,80337,82182,4000,4000,3500,0
718,70000,female,univeresity,married,33,69418,68943,38783,2382,2025,1000,1
719,150000,female,post-graduate,married,35,0,0,0,0,0,0,0
720,80000,female,univeresity,single,48,45174,41885,42832,3000,3413,2000,0
721,30000,female,univeresity,single,22,23892,28459,25499,5300,0,1000,0
722,10000,male,univeresity,single,22,7960,9649,8518,2000,1000,500,1
723,180000,female,post-graduate,single,27,0,3338,3333,3338,3333,3333,0
724,320000,male,post-graduate,married,47,9192,13920,4022,13942,4022,316,0
725,80000,female,univeresity,single,34,25935,27210,28783,2000,2338,2000,0
726,10000,male,univeresity,married,45,7139,8416,9815,1400,1700,0,1
727,360000,female,univeresity,single,39,12865,4462,19560,4484,19623,222,0
728,450000,male,univeresity,single,33,-14,2568,-387,2582,0,0,0
729,330000,female,univeresity,single,29,49549,133957,128212,90000,3000,5000,0
730,60000,male,post-graduate,single,29,546,255,464,0,500,1000,1
731,50000,female,high school,single,26,9935,11029,12795,1234,2000,297,0
732,200000,male,univeresity,married,38,152856,156104,158279,6000,5000,5000,0
733,120000,male,post-graduate,single,34,1278,639,621,0,621,0,0
734,160000,female,post-graduate,married,37,316,316,0,316,0,316,0
735,110000,male,univeresity,married,57,46132,41050,40091,2306,2111,3009,0
736,70000,female,high school,married,50,27345,-1041,17571,1041,18862,640,0
737,150000,female,high school,single,28,101593,101886,101441,4000,4032,3410,0
738,610000,female,post-graduate,single,31,142764,126606,67887,6540,2100,2150,0
739,110000,female,post-graduate,single,25,92849,94766,93894,4346,4075,3144,0
740,80000,female,univeresity,single,25,17330,19258,23416,3000,4790,0,1
741,170000,female,univeresity,married,33,109863,79574,78440,4380,3000,3000,0
742,110000,female,post-graduate,single,30,1064,2001,3796,2007,3796,0,0
743,140000,female,post-graduate,married,51,56764,57950,57668,2115,2004,1941,0
744,70000,male,post-graduate,single,51,43048,43257,44115,3000,4000,0,0
745,260000,female,univeresity,married,46,29484,28592,16869,10000,3000,12713,0
746,170000,male,high school,single,38,21310,22957,24266,2000,2000,2000,0
747,50000,female,univeresity,married,34,10821,11877,13656,1221,2000,1500,0
748,300000,female,high school,married,34,280823,275303,271952,11000,12000,7200,1
749,150000,female,post-graduate,single,31,390,390,390,390,390,4825,1
750,50000,female,univeresity,single,25,37647,37102,36238,0,0,1000,1
751,50000,female,univeresity,married,26,0,0,1756,0,1756,1000,0
752,90000,female,post-graduate,single,25,84710,87334,87862,4000,3258,1000,0
753,50000,male,univeresity,single,26,48036,46787,42011,2100,1227,383,1
754,500000,female,univeresity,single,43,43346,43976,39032,4006,2383,1126,0
755,470000,female,univeresity,married,36,873,1593,1518,1005,1000,285,0
756,230000,male,univeresity,single,58,110163,112499,114837,5600,5700,5000,0
757,140000,female,univeresity,single,26,4113,6030,16025,2000,16025,24616,0
758,230000,female,univeresity,married,30,9636,10152,1817,1222,1837,0,1
759,420000,female,univeresity,single,31,25103,21330,16024,1509,1067,3061,0
760,30000,female,univeresity,single,24,31319,31181,31540,1564,1800,1100,0
761,50000,female,univeresity,single,52,43343,43360,23417,1300,1400,920,1
762,140000,female,univeresity,single,24,197,0,0,0,0,233,0
763,260000,female,univeresity,married,35,7967,67650,6000,67650,6000,0,0
764,90000,female,high school,single,29,19450,3123,2121,0,3509,3113,0
765,240000,female,univeresity,married,33,240878,233838,238067,10000,11000,10000,0
766,510000,female,post-graduate,single,35,2115,2116,5560,1117,4560,91,0
767,110000,female,univeresity,married,35,81665,46070,34419,2460,2000,3000,0
768,210000,female,post-graduate,single,28,11442,3738,7526,3738,7526,5000,0
769,220000,male,univeresity,married,40,158,0,0,0,0,0,0
770,200000,female,post-graduate,married,35,2257,4261,1265,4266,1667,2473,0
771,360000,female,univeresity,single,53,10733,15206,15000,15206,15032,9769,0
772,260000,male,post-graduate,single,44,316,316,316,316,316,316,0
773,20000,male,univeresity,married,33,11026,9535,10510,1174,1149,501,0
774,120000,female,univeresity,married,32,113869,116110,111978,5498,5500,4000,0
775,50000,female,post-graduate,single,33,7363,5180,31902,39,32013,11079,0
776,60000,female,post-graduate,single,26,29649,21657,28736,0,8000,15000,0
777,200000,male,post-graduate,single,26,12716,16164,1954,16244,1963,3359,0
778,20000,male,univeresity,single,26,1438,1261,451,1261,451,0,0
779,50000,female,post-graduate,married,32,47858,49223,42589,2500,3000,7000,1
780,50000,female,univeresity,single,31,0,0,190,0,190,0,0
781,230000,male,post-graduate,single,29,40732,44563,42804,5000,0,3000,0
782,50000,male,univeresity,married,27,819,3003,1677,2184,5,1180,0
783,100000,female,post-graduate,single,28,79580,81493,82759,3790,3200,3100,1
784,210000,female,post-graduate,married,42,0,0,2490,0,2490,0,1
785,230000,female,univeresity,married,32,87764,73526,72376,2630,2614,6000,1
786,500000,female,post-graduate,single,26,31421,22150,0,22157,0,0,0
787,370000,female,post-graduate,single,38,929,328,0,328,0,1539,0
788,230000,female,post-graduate,married,35,2648,191,1947,200,1950,11692,0
789,80000,male,univeresity,single,29,11894,12287,12407,1284,1047,2000,0
790,60000,female,univeresity,single,29,55064,57833,9479,5000,1033,0,0
791,30000,female,univeresity,single,51,25382,26480,25761,1800,0,928,0
792,70000,male,post-graduate,single,27,-54,273,19,600,19,0,0
793,410000,male,post-graduate,single,32,5335,5369,-281,5400,0,0,0
794,280000,female,high school,married,40,-288,-288,-288,0,0,0,0
795,50000,female,post-graduate,married,34,46750,48317,48282,2320,1282,3299,0
796,100000,female,univeresity,married,30,97062,74352,75004,2800,2700,5400,0
797,230000,female,post-graduate,single,29,0,0,0,0,0,0,0
798,50000,female,post-graduate,single,22,13801,9549,5385,1372,1275,7900,0
799,100000,female,post-graduate,single,48,15355,17949,18158,3164,800,800,0
800,210000,female,univeresity,married,35,37148,35754,34232,2000,2000,2444,0
