,ServiceNo,Operator,Direction,StopSequence,BusStopCode,Distance,WD_FirstBus,WD_LastBus,SAT_FirstBus,SAT_LastBus,SUN_FirstBus,SUN_LastBus
3460,14,SBST,2,46,92111,22.6,0601,0038,0601,0037,0611,0037
3461,14,SBST,2,47,92121,23.1,0602,0039,0602,0039,0612,0038
3462,14,SBST,2,48,92131,23.6,0604,0040,0603,0041,0613,0039
3463,14,SBST,2,49,92141,24.0,0605,0041,0604,0042,0614,0040
3464,14,SBST,2,50,92151,24.2,0606,0042,0605,0043,0615,0041
3465,14,SBST,2,51,93051,24.5,0607,0043,0606,0044,0616,0042
3466,14,SBST,2,52,93061,24.9,0609,0044,0607,0046,0616,0043
3467,14,SBST,2,53,93071,25.3,0609,0045,0608,0047,0617,0044
3468,14,SBST,2,54,93081,25.7,0611,0046,0609,0048,0618,0045
3469,14,SBST,2,55,93091,26.0,0612,0047,0610,0049,0619,0046
3470,14,SBST,2,56,94011,26.4,0613,0048,0610,0050,0619,0046
3471,14,SBST,2,57,94021,26.8,0615,0049,0611,0051,0620,0047
3472,14,SBST,2,58,94031,27.1,0614,0050,0612,0052,0621,0048
3473,14,SBST,2,59,94041,27.5,0615,0051,0613,0053,0622,0049
3474,14,SBST,2,60,94051,27.9,0616,0052,0614,0054,0623,0051
3475,14,SBST,2,61,94061,28.4,0618,0053,0615,0055,0625,0052
3476,14,SBST,2,62,94071,28.9,0619,0054,0616,0056,0626,0054
3477,14,SBST,2,63,85021,29.3,0620,0055,0617,0057,0627,0055
3478,14,SBST,2,64,85031,29.7,0622,0056,0618,0058,0628,0056
3479,14,SBST,2,65,85041,29.9,0623,0057,0619,0059,0629,0057
3480,14,SBST,2,66,85099,30.5,0624,0059,0620,0100,0631,0059
3481,14,SBST,2,67,84069,31.0,0626,0101,0622,0102,0633,0101
3482,14,SBST,2,68,84289,31.3,0628,0102,0624,0103,0634,0102
3483,14,SBST,2,69,84249,31.6,0629,0103,0625,0105,0636,0104
3484,14,SBST,2,70,84239,32.0,0630,0104,0627,0106,0637,0105
3485,14,SBST,2,71,84229,32.4,0633,0106,0629,0108,0639,0107
3486,14,SBST,2,72,84219,32.7,0635,0108,0630,0109,0640,0108
3487,14,SBST,2,73,84351,33.0,0637,0109,0632,0110,0641,0109
3488,14,SBST,2,74,84009,33.7,0640,0113,0635,0113,0644,0112
3489,140,SBST,1,1,80009,0.0,0600,2330,0600,2330,0600,2330
3490,140,SBST,1,2,80101,0.4,0602,2331,0601,2332,0601,2331
3491,140,SBST,1,3,80319,0.7,0603,2332,0603,2333,0603,2333
3492,140,SBST,1,4,80309,1.0,0604,2333,0604,2334,0604,2334
3493,140,SBST,1,5,80299,1.3,0605,2334,0605,2335,0605,2335
3494,140,SBST,1,6,60229,1.7,0607,2335,0606,2337,0606,2336
3495,140,SBST,1,7,60159,2.2,0609,2336,0607,2339,0607,2337
3496,140,SBST,1,8,60139,2.5,0610,2337,0608,2340,0608,2338
3497,140,SBST,1,9,60119,3.0,0612,2339,0610,2341,0610,2340
3498,140,SBST,1,10,60191,3.3,0613,2340,0611,2342,0611,2341
3499,140,SBST,1,11,60121,3.7,0615,2341,0612,2344,0612,2342
3500,140,SBST,1,12,60241,4.2,0617,2343,0614,2346,0614,2344
3501,140,SBST,1,13,60251,4.5,0600,2344,0600,2347,0600,2345
3502,140,SBST,1,14,60249,4.7,0601,2345,0601,2348,0601,2346
3503,140,SBST,1,15,60141,5.0,0602,2346,0601,2349,0602,2347
3504,140,SBST,1,16,60161,5.3,0603,2347,0602,2351,0603,2348
3505,140,SBST,1,17,60179,6.1,0607,2350,0605,2354,0606,2351
3506,140,SBST,1,18,60221,6.7,0609,2352,0607,2357,0608,2353
3507,140,SBST,1,19,80291,7.0,0610,2353,0608,2358,0609,2354
3508,140,SBST,1,20,80301,7.4,0612,2355,0609,2400,0610,2355
3509,140,SBST,1,21,80311,7.6,0613,2356,0610,0001,0611,2356
3510,140,SBST,1,22,80109,7.8,0614,2357,0611,0002,0612,2357
3511,140,SBST,1,23,80009,8.4,0616,2359,0613,0004,0614,2359
3512,141,SBST,1,1,80009,0.0,0600,2330,0600,2330,0600,2330
3513,141,SBST,1,2,80029,0.6,0603,2333,0603,2333,0603,2333
3514,141,SBST,1,3,07371,1.1,0606,2336,0605,2336,0605,2336
3515,141,SBST,1,4,07361,1.4,0607,2338,0607,2338,0607,2337
3516,141,SBST,1,5,07351,1.7,0608,2339,0608,2339,0608,2338
3517,141,SBST,1,6,07329,1.9,0609,2340,0609,2340,0609,2339
3518,141,SBST,1,8,07231,2.4,0612,2343,0611,2343,0611,2342
3519,141,SBST,1,9,50251,2.8,0614,2345,0613,2345,0613,2344
3520,141,SBST,1,10,50261,3.2,0615,2346,0614,2346,0614,2346
3521,141,SBST,1,11,50301,3.4,0616,2347,0615,2347,0615,2347
3522,141,SBST,1,12,50081,3.6,0617,2348,0616,2348,0616,2348
3523,141,SBST,1,13,50071,4.0,0619,2350,0618,2350,0618,2350
3524,141,SBST,1,14,50021,4.7,0621,2352,0620,2352,0620,2353
3525,141,SBST,1,15,50031,5.2,0623,2354,0622,2354,0622,2355
3526,141,SBST,1,16,50041,5.5,0624,2355,0623,2355,0623,2356
3527,141,SBST,1,17,50051,5.7,0624,2355,0623,2355,0624,2356
3528,141,SBST,1,18,51011,6.0,0625,2356,0624,2356,0625,2357
3529,141,SBST,1,19,51021,6.4,0626,2357,0625,2357,0626,2358
3530,141,SBST,1,20,51031,6.6,0627,2358,0626,2358,0627,2359
3531,141,SBST,1,21,51041,6.8,0628,2359,0627,2358,0628,2400
3532,141,SBST,1,22,51051,7.2,0629,2400,0628,2359,0629,0001
3533,141,SBST,1,23,52241,7.6,0630,0001,0629,2400,0630,0002
3534,141,SBST,1,24,52211,7.9,0631,0002,0630,0001,0631,0003
3535,141,SBST,1,25,52159,8.2,0632,0003,0631,0002,0632,0004
3536,141,SBST,1,26,52149,8.4,0633,0004,0632,0003,0633,0005
3537,141,SBST,1,27,52139,8.8,0636,0006,0635,0005,0635,0007
3538,141,SBST,1,28,52009,9.4,0639,0009,0638,0008,0638,0010
3539,141,SBST,2,1,52009,0.0,0600,2345,0600,2345,0600,2345
3540,141,SBST,2,2,52131,0.5,0604,2348,0603,2347,0603,2347
3541,141,SBST,2,3,52141,1.0,0607,2350,0605,2349,0605,2349
3542,141,SBST,2,4,52151,1.2,0608,2351,0606,2350,0606,2350
3543,141,SBST,2,5,52219,1.5,0610,2352,0608,2352,0608,2352
3544,141,SBST,2,6,52249,1.9,0613,2354,0610,2353,0610,2353
3545,141,SBST,2,7,51059,2.1,0614,2355,0611,2354,0611,2354
3546,141,SBST,2,8,51049,2.5,0615,2356,0612,2355,0612,2355
3547,141,SBST,2,9,51039,2.8,0616,2357,0613,2356,0613,2356
3548,141,SBST,2,10,51029,3.0,0616,2358,0614,2356,0614,2357
3549,141,SBST,2,11,51019,3.2,0617,2358,0615,2357,0615,2357
3550,141,SBST,2,12,50059,3.7,0618,2400,0617,2358,0617,2359
3551,141,SBST,2,13,50049,3.9,0619,2400,0617,2359,0617,2359
3552,141,SBST,2,14,50038,4.4,0620,0002,0619,2400,0619,0001
3553,141,SBST,2,15,50029,4.8,0621,0003,0620,0002,0620,0002
3554,141,SBST,2,16,50079,5.2,0623,0005,0621,0003,0622,0004
3555,141,SBST,2,17,50089,5.7,0625,0007,0623,0005,0623,0005
3556,141,SBST,2,18,50279,6.3,0627,0009,0625,0008,0626,0008
3557,141,SBST,2,19,50259,6.7,0629,0011,0626,0010,0627,0009
3558,141,SBST,2,20,07211,6.9,0630,0012,0627,0011,0628,0010
3559,141,SBST,2,21,07249,7.4,0631,0014,0629,0013,0630,0012
3560,141,SBST,2,22,07359,7.7,0632,0015,0630,0014,0631,0013
3561,141,SBST,2,23,07369,8.0,0633,0016,0631,0016,0632,0014
3562,141,SBST,2,24,07379,8.2,0634,0017,0632,0016,0633,0015
3563,141,SBST,2,25,80011,8.7,0635,0018,0633,0018,0634,0016
3564,141,SBST,2,26,80009,9.6,0638,0022,0637,0022,0638,0020
3565,142,SBST,1,1,52009,0.0,0600,0005,0600,0005,0600,0005
3566,142,SBST,1,2,52509,0.5,0602,0006,0602,0007,0602,0007
3567,142,SBST,1,3,52329,0.8,0602,0007,0602,0008,0603,0008
3568,142,SBST,1,4,52081,1.9,0606,0010,0606,0012,0607,0012
3569,142,SBST,1,5,60081,2.6,0607,0011,0607,0013,0608,0014
3570,142,SBST,1,6,60201,2.9,0608,0012,0608,0014,0609,0015
3571,142,SBST,1,7,60261,3.1,0609,0013,0609,0015,0610,0016
3572,142,SBST,1,8,61061,3.3,0610,0014,0610,0016,0610,0016
3573,142,SBST,1,9,61009,3.6,0545,0015,0545,0017,0545,0017
3574,142,SBST,1,10,61079,3.8,0546,0016,0546,0018,0546,0017
3575,142,SBST,1,11,61101,4.1,0547,0017,0547,0019,0547,0018
3576,142,SBST,1,12,61089,4.6,0550,0018,0549,0021,0548,0019
3577,142,SBST,1,13,61099,5.0,0552,0020,0550,0022,0550,0021
3578,142,SBST,1,14,61069,5.2,0553,0020,0551,0023,0550,0021
3579,142,SBST,1,15,60269,5.5,0552,0021,0552,0024,0551,0022
3580,142,SBST,1,16,60209,5.6,0553,0022,0553,0025,0552,0023
3581,142,SBST,1,17,60089,6.0,0557,0023,0555,0026,0554,0025
3582,142,SBST,1,18,52089,6.7,0559,0024,0557,0029,0557,0028
3583,142,SBST,1,19,52321,7.7,0601,0027,0601,0032,0602,0033
3584,142,SBST,1,20,52501,8.0,0602,0027,0603,0033,0603,0034
3585,142,SBST,1,21,52009,8.4,0603,0028,0604,0034,0604,0036
3586,142A,SBST,1,1,52009,0.0,0628,0644,-,-,-,-
3587,142A,SBST,1,2,52509,0.5,0630,0646,-,-,-,-
3588,142A,SBST,1,3,52329,0.8,0631,0647,-,-,-,-
3589,142A,SBST,1,4,52081,1.9,0635,0651,-,-,-,-
3590,142A,SBST,1,5,60081,2.6,0637,0653,-,-,-,-
3591,142A,SBST,1,6,60201,2.9,0638,0749,-,-,-,-
3592,142A,SBST,1,7,60261,3.1,0639,0750,-,-,-,-
3593,142A,SBST,1,8,61061,3.3,0640,0751,-,-,-,-
3594,142A,SBST,1,9,61009,3.6,0642,0753,-,-,-,-
3595,142A,SBST,1,10,61079,3.8,0643,0754,-,-,-,-
3596,142A,SBST,1,11,61101,4.1,0645,0756,-,-,-,-
3597,142A,SBST,1,12,61089,4.6,0648,0800,-,-,-,-
3598,142A,SBST,1,13,61099,5.0,0651,0803,-,-,-,-
3599,142A,SBST,1,14,61069,5.2,0652,0804,-,-,-,-
3600,142A,SBST,1,15,60269,5.5,0654,0805,-,-,-,-
3601,142A,SBST,1,16,60209,5.6,0655,0806,-,-,-,-
3602,143,TTS,1,1,52009,0.0,0530,2330,0530,2330,0545,2330
3603,143,TTS,1,2,52079,1.1,0532,2332,0532,2332,0547,2332
3604,143,TTS,1,3,50059,2.0,0534,2334,0534,2334,0550,2334
3605,143,TTS,1,4,50049,2.2,0535,2335,0535,2335,0551,2335
3606,143,TTS,1,5,50037,2.5,0536,2336,0536,2336,0552,2336
3607,143,TTS,1,6,50069,3.2,0538,2338,0538,2338,0554,2339
3608,143,TTS,1,7,40129,3.5,0539,2339,0539,2339,0555,2340
3609,143,TTS,1,8,40189,4.0,0540,2341,0541,2341,0556,2341
3610,143,TTS,1,9,40179,4.2,0541,2342,0542,2342,0557,2342
3611,143,TTS,1,10,09219,5.0,0542,2344,0544,2344,0558,2344
3612,143,TTS,1,11,09047,5.4,0543,2346,0545,2346,0559,2346
3613,143,TTS,1,12,09037,5.9,0545,2348,0547,2348,0601,2348
3614,143,TTS,1,13,08137,6.4,0547,2350,0549,2350,0603,2350
3615,143,TTS,1,14,08019,7.3,0549,2352,0551,2353,0606,2353
3616,143,TTS,1,15,04329,7.8,0551,2354,0553,2355,0607,2354
3617,143,TTS,1,16,06189,8.5,0553,2356,0555,2357,0609,2356
3618,143,TTS,1,17,05049,8.9,0555,2358,0557,2359,0611,2358
3619,143,TTS,1,18,05039,9.3,0556,2400,0559,0001,0613,2400
3620,143,TTS,1,19,05019,9.6,0557,0001,0600,0002,0614,0001
3621,143,TTS,1,20,05069,9.7,0557,0002,0600,0003,0614,0001
3622,143,TTS,1,21,10011,10.1,0558,0003,0601,0005,0616,0003
3623,143,TTS,1,22,10041,10.4,0559,0004,0602,0006,0617,0004
3624,143,TTS,1,23,10399,10.9,0601,0005,0603,0007,0618,0005
3625,143,TTS,1,24,14221,11.3,0602,0005,0604,0008,0619,0006
3626,143,TTS,1,25,14231,11.7,0603,0006,0605,0009,0620,0007
3627,143,TTS,1,26,14019,12.1,0604,0006,0606,0010,0621,0008
3628,143,TTS,1,27,14141,12.8,0606,0009,0608,0013,0623,0010
3629,143,TTS,1,28,14121,13.1,0607,0010,0610,0015,0624,0011
3630,143,TTS,1,29,14131,13.5,0608,0011,0611,0016,0625,0012
3631,143,TTS,1,30,14151,14.0,0609,0012,0612,0017,0627,0013
3632,143,TTS,1,31,14161,14.4,0610,0013,0613,0018,0628,0014
3633,143,TTS,1,32,14171,14.8,0611,0013,0613,0018,0629,0015
3634,143,TTS,1,33,15141,15.5,0612,0014,0614,0019,0630,0016
3635,143,TTS,1,34,15151,15.8,0613,0015,0615,0020,0631,0017
3636,143,TTS,1,35,15161,16.0,0613,0015,0615,0021,0631,0017
3637,143,TTS,1,36,15191,16.5,0614,0016,0616,0022,0632,0018
3638,143,TTS,1,37,15201,16.8,0615,0017,0617,0023,0633,0019
3639,143,TTS,1,38,15221,17.4,0616,0018,0618,0024,0634,0020
3640,143,TTS,1,39,16201,17.7,0617,0019,0618,0024,0635,0020
3641,143,TTS,1,40,16011,18.0,0618,0020,0619,0025,0636,0021
3642,143,TTS,1,41,16021,18.5,0619,0021,0620,0026,0637,0022
3643,143,TTS,1,42,16031,18.8,0620,0022,0621,0027,0638,0023
3644,143,TTS,1,43,16041,19.0,0621,0023,0622,0028,0639,0024
3645,143,TTS,1,44,16051,19.3,0622,0023,0622,0028,0640,0025
3646,143,TTS,1,45,16061,19.5,0622,0024,0623,0029,0641,0025
3647,143,TTS,1,46,16071,19.7,0623,0024,0624,0030,0642,0026
3648,143,TTS,1,47,16081,20.0,0624,0025,0625,0031,0642,0027
3649,143,TTS,1,48,17011,20.3,0625,0026,0626,0032,0643,0028
3650,143,TTS,1,49,17021,20.6,0626,0027,0627,0033,0644,0029
3651,143,TTS,1,50,17381,20.9,0627,0028,0628,0034,0645,0030
3652,143,TTS,1,51,17031,21.2,0628,0028,0629,0035,0646,0031
3653,143,TTS,1,52,17041,21.5,0629,0029,0631,0037,0647,0033
3654,143,TTS,1,53,17061,22.0,0631,0030,0633,0039,0648,0034
3655,143,TTS,1,54,17071,22.2,0632,0031,0634,0040,0649,0035
3656,143,TTS,1,55,20291,22.6,0633,0032,0636,0042,0650,0036
3657,143,TTS,1,56,20281,23.1,0635,0034,0638,0043,0652,0038
3658,143,TTS,1,57,20131,23.7,0636,0035,0639,0044,0653,0039
3659,143,TTS,1,58,20141,24.1,0637,0036,0640,0045,0654,0040
3660,143,TTS,1,59,20199,24.3,0638,0037,0641,0046,0655,0041
3661,143,TTS,1,60,20189,24.6,0639,0038,0642,0047,0656,0042
3662,143,TTS,1,61,20259,24.9,0641,0040,0643,0049,0657,0043
3663,143,TTS,1,62,20161,25.3,0643,0041,0644,0050,0659,0045
3664,143,TTS,1,63,20171,25.6,0644,0042,0644,0051,0700,0046
3665,143,TTS,1,64,20239,26.0,0646,0043,0646,0053,0701,0048
3666,143,TTS,1,65,20219,26.2,0647,0044,0647,0054,0702,0049
3667,143,TTS,1,66,20209,26.6,0648,0045,0648,0055,0703,0050
3668,143,TTS,1,67,20261,26.9,0650,0047,0649,0057,0705,0051
3669,143,TTS,1,68,20271,27.3,0652,0048,0651,0059,0707,0053
3670,143,TTS,1,69,28221,27.6,0653,0049,0652,0100,0708,0054
3671,143,TTS,1,70,28231,27.9,0654,0049,0653,0101,0709,0055
3672,143,TTS,1,71,28241,28.3,0656,0050,0654,0102,0710,0056
3673,143,TTS,1,72,28439,28.7,0658,0051,0655,0103,0711,0057
3674,143,TTS,1,73,28009,29.2,0701,0054,0658,0106,0714,0100
3675,143,TTS,2,1,28009,0.0,0525,2330,0525,2400,0545,2330
3676,143,TTS,2,2,28301,0.3,0527,2332,0527,0002,0548,2332
3677,143,TTS,2,3,28431,0.6,0528,2333,0528,0003,0549,2333
3678,143,TTS,2,4,28249,0.9,0529,2334,0529,0003,0550,2334
3679,143,TTS,2,5,28239,1.4,0530,2334,0530,0004,0551,2334
3680,143,TTS,2,6,28229,2.0,0532,2335,0531,0005,0552,2335
3681,143,TTS,2,7,20269,2.4,0534,2336,0533,0006,0553,2337
3682,143,TTS,2,8,20201,2.8,0535,2338,0534,0007,0555,2339
3683,143,TTS,2,9,20211,3.0,0536,2339,0535,0008,0556,2339
3684,143,TTS,2,10,20231,3.4,0537,2340,0537,0009,0557,2340
3685,143,TTS,2,11,20179,3.7,0538,2341,0538,0010,0558,2341
3686,143,TTS,2,12,20169,4.1,0539,2342,0539,0011,0559,2341
3687,143,TTS,2,13,20181,4.7,0541,2344,0540,0012,0600,2342
3688,143,TTS,2,14,20191,4.9,0542,2345,0541,0013,0601,2343
3689,143,TTS,2,15,20149,5.1,0543,2346,0542,0014,0602,2344
3690,143,TTS,2,16,20139,5.5,0544,2346,0542,0014,0603,2344
3691,143,TTS,2,17,20289,6.0,0545,2347,0543,0015,0604,2345
3692,143,TTS,2,18,20299,6.5,0546,2348,0544,0016,0605,2346
3693,143,TTS,2,19,17079,6.7,0547,2349,0545,0017,0606,2347
3694,143,TTS,2,20,17069,7.0,0548,2350,0546,0018,0607,2348
3695,143,TTS,2,21,17049,7.5,0549,2351,0548,0019,0609,2350
3696,143,TTS,2,22,17039,7.9,0550,2352,0549,0020,0610,2351
3697,143,TTS,2,23,17389,8.2,0551,2353,0550,0021,0611,2352
3698,143,TTS,2,24,17029,8.5,0552,2353,0551,0021,0612,2353
3699,143,TTS,2,25,17019,8.9,0553,2354,0552,0022,0613,2353
3700,143,TTS,2,26,16089,9.2,0530,2355,0530,0023,0614,2354
3701,143,TTS,2,27,16079,9.5,0531,2356,0531,0024,0615,2355
3702,143,TTS,2,28,16069,9.8,0532,2357,0532,0025,0616,2356
3703,143,TTS,2,29,16059,10.1,0533,2358,0533,0026,0617,2356
3704,143,TTS,2,30,16049,10.3,0534,2358,0533,0026,0618,2357
3705,143,TTS,2,31,16039,10.5,0535,2359,0534,0027,0619,2358
3706,143,TTS,2,32,16029,10.8,0536,2400,0535,0028,0620,2358
3707,143,TTS,2,33,16019,11.3,0536,0001,0536,0029,0620,2359
3708,143,TTS,2,34,16209,11.5,0537,0001,0536,0029,0621,2400
3709,143,TTS,2,35,15229,11.8,0538,0002,0537,0030,0622,0001
3710,143,TTS,2,36,15219,12.0,0539,0003,0538,0031,0623,0001
3711,143,TTS,2,37,15209,12.4,0540,0004,0539,0032,0624,0002
3712,143,TTS,2,38,15199,12.7,0541,0005,0540,0033,0625,0003
3713,143,TTS,2,39,15169,13.2,0542,0005,0541,0034,0626,0004
3714,143,TTS,2,40,15159,13.4,0542,0006,0542,0034,0626,0004
3715,143,TTS,2,41,15149,13.7,0543,0007,0543,0035,0627,0005
3716,143,TTS,2,42,14189,14.1,0544,0008,0544,0036,0628,0006
3717,143,TTS,2,43,14179,14.4,0545,0008,0544,0036,0629,0006
3718,143,TTS,2,44,14169,14.8,0546,0009,0545,0037,0630,0007
3719,143,TTS,2,45,14159,15.3,0547,0010,0546,0038,0631,0008
3720,143,TTS,2,46,14139,15.7,0548,0011,0547,0039,0632,0009
3721,143,TTS,2,47,14129,16.2,0550,0012,0549,0040,0634,0010
3722,143,TTS,2,48,14119,16.5,0550,0013,0550,0041,0634,0011
3723,143,TTS,2,49,14011,17.1,0552,0014,0551,0042,0636,0012
3724,143,TTS,2,50,14239,17.7,0554,0016,0553,0043,0638,0013
3725,143,TTS,2,51,14229,18.0,0555,0017,0554,0044,0639,0014
3726,143,TTS,2,52,10391,18.5,0556,0018,0555,0045,0640,0015
3727,143,TTS,2,53,10049,18.9,0557,0019,0557,0046,0641,0016
3728,143,TTS,2,54,10017,19.3,0558,0020,0558,0047,0642,0017
3729,143,TTS,2,55,10018,19.4,0559,0021,0559,0048,0642,0018
3730,143,TTS,2,56,05012,19.8,0601,0022,0600,0049,0643,0019
3731,143,TTS,2,57,05013,20.2,0602,0023,0602,0050,0644,0020
3732,143,TTS,2,58,06171,20.5,0603,0025,0604,0052,0645,0022
3733,143,TTS,2,59,04321,21.3,0605,0027,0606,0054,0647,0024
3734,143,TTS,2,60,04311,21.6,0606,0028,0607,0056,0648,0025
3735,143,TTS,2,61,08011,21.8,0607,0029,0608,0056,0649,0026
3736,143,TTS,2,62,08111,22.3,0608,0030,0609,0056,0650,0027
3737,143,TTS,2,63,08121,22.6,0610,0031,0610,0057,0651,0028
3738,143,TTS,2,64,09011,23.3,0612,0033,0612,0059,0653,0030
3739,143,TTS,2,65,09023,23.6,0613,0034,0613,0100,0654,0032
3740,143,TTS,2,66,09212,24.2,0615,0036,0615,0102,0656,0034
3741,143,TTS,2,67,40171,24.8,0617,0038,0617,0104,0658,0036
3742,143,TTS,2,68,40181,25.1,0618,0039,0618,0105,0659,0037
3743,143,TTS,2,69,40121,25.5,0619,0040,0619,0106,0700,0038
3744,143,TTS,2,70,50061,25.8,0620,0041,0620,0107,0701,0039
3745,143,TTS,2,71,50031,26.4,0622,0042,0621,0108,0703,0040
3746,143,TTS,2,72,50041,26.7,0623,0043,0622,0109,0704,0040
3747,143,TTS,2,73,50051,26.9,0624,0044,0623,0110,0705,0041
3748,143,TTS,2,74,51011,27.2,0626,0046,0625,0112,0706,0043
3749,143,TTS,2,75,52071,28.1,0627,0047,0626,0113,0708,0044
3750,143,TTS,2,76,52009,28.8,0630,0049,0628,0114,0710,0046
3751,143M,TTS,1,1,28009,0.0,0530,0105,0525,0105,0550,0105
3752,143M,TTS,1,2,28301,0.3,0533,0107,0527,0107,0553,0107
3753,143M,TTS,1,3,28431,0.6,0534,0108,0528,0108,0554,0108
3754,143M,TTS,1,4,28249,0.9,0535,0109,0529,0109,0555,0109
3755,143M,TTS,1,5,28239,1.4,0536,0110,0530,0110,0556,0109
3756,143M,TTS,1,6,28229,2.0,0538,0111,0531,0111,0557,0110
3757,143M,TTS,1,7,20269,2.4,0540,0112,0532,0112,0558,0111
3758,143M,TTS,1,8,20201,2.8,0542,0114,0534,0114,0600,0113
3759,143M,TTS,1,9,20211,3.0,0543,0115,0535,0115,0601,0114
3760,143M,TTS,1,10,20231,3.4,0544,0116,0536,0116,0602,0116
3761,143M,TTS,1,11,20179,3.7,0545,0117,0537,0117,0603,0117
3762,143M,TTS,1,12,20169,4.1,0546,0118,0538,0118,0604,0118
3763,143M,TTS,1,13,20159,4.5,0547,0119,0539,0119,0605,0119
3764,143M,TTS,1,14,20199,4.8,0548,0120,0540,0120,0606,0120
3765,143M,TTS,1,15,20189,5.1,0549,0121,0541,0121,0607,0121
3766,143M,TTS,1,16,20259,5.4,0530,0122,0530,0123,0530,0122
3767,143M,TTS,1,17,20161,5.8,0532,0124,0531,0124,0532,0123
3768,143M,TTS,1,18,20171,6.1,0533,0125,0532,0125,0533,0124
3769,143M,TTS,1,19,20239,6.5,0535,0127,0533,0126,0535,0126
3770,143M,TTS,1,20,20219,6.7,0536,0128,0534,0127,0536,0127
3771,143M,TTS,1,21,20209,7.1,0538,0129,0535,0128,0537,0128
3772,143M,TTS,1,22,20261,7.4,0538,0130,0536,0129,0538,0129
3773,143M,TTS,1,23,20271,7.8,0539,0131,0538,0131,0539,0130
3774,143M,TTS,1,24,28221,8.1,0540,0132,0539,0132,0540,0131
3775,143M,TTS,1,25,28231,8.4,0541,0133,0540,0133,0541,0132
3776,143M,TTS,1,26,28241,8.8,0542,0134,0541,0134,0542,0133
3777,143M,TTS,1,27,28439,9.2,0543,0135,0542,0135,0543,0134
3778,143M,TTS,1,28,28009,9.7,0547,0138,0545,0138,0546,0137
3779,145,SBST,1,1,52009,0.0,0530,2400,0530,2400,0530,2400
3780,145,SBST,1,2,52079,1.1,0534,0004,0534,0004,0534,0004
3781,145,SBST,1,3,50161,1.6,0536,0005,0535,0005,0535,0005
3782,145,SBST,1,4,50171,1.9,0537,0006,0536,0006,0536,0006
3783,145,SBST,1,5,50191,2.2,0538,0007,0537,0007,0537,0007
3784,145,SBST,1,6,50201,2.4,0539,0008,0538,0008,0538,0008
3785,145,SBST,1,7,50211,2.7,0540,0008,0539,0009,0539,0009
3786,145,SBST,1,8,50221,2.9,0540,0009,0539,0009,0539,0009
3787,145,SBST,1,9,50231,3.3,0542,0010,0541,0011,0541,0011
3788,145,SBST,1,10,50241,3.6,0543,0011,0542,0012,0542,0012
3789,145,SBST,1,11,07249,3.9,0544,0012,0543,0013,0543,0013
3790,145,SBST,1,12,07359,4.2,0545,0013,0544,0014,0544,0014
3791,145,SBST,1,13,07369,4.5,0546,0014,0545,0015,0545,0015
3792,145,SBST,1,14,07379,4.7,0547,0015,0546,0016,0546,0016
3793,145,SBST,1,15,01339,5.0,0548,0016,0547,0017,0547,0017
3794,145,SBST,1,16,01329,5.4,0549,0017,0549,0018,0549,0018
3795,145,SBST,1,17,01229,5.9,0551,0019,0551,0020,0551,0020
3796,145,SBST,1,18,01139,6.3,0553,0021,0553,0022,0553,0022
3797,145,SBST,1,19,01039,6.6,0554,0022,0554,0023,0554,0023
3798,145,SBST,1,20,01029,6.8,0555,0023,0555,0024,0555,0024
3799,145,SBST,1,21,04167,7.3,0557,0026,0557,0026,0557,0026
3800,145,SBST,1,22,04249,7.6,0559,0027,0558,0027,0558,0027
3801,145,SBST,1,23,05029,8.0,0600,0029,0559,0029,0559,0028
3802,145,SBST,1,24,05199,8.4,0602,0031,0600,0030,0600,0029
3803,145,SBST,1,25,05269,8.9,0604,0033,0602,0032,0602,0031
3804,145,SBST,1,26,05429,9.3,0605,0034,0604,0034,0604,0032
3805,145,SBST,1,27,05419,9.6,0606,0035,0605,0035,0605,0033
3806,145,SBST,1,28,05649,10.1,0607,0036,0607,0037,0607,0035
3807,145,SBST,1,29,14061,10.4,0608,0037,0608,0038,0608,0036
3808,145,SBST,1,30,14071,10.9,0610,0039,0609,0039,0609,0037
3809,145,SBST,1,31,14081,11.3,0612,0040,0610,0040,0610,0038
3810,145,SBST,1,32,14101,11.7,0613,0041,0611,0041,0611,0039
3811,145,SBST,1,33,14141,12.5,0616,0043,0613,0042,0613,0040
3812,145,SBST,1,34,14121,12.8,0617,0044,0614,0043,0614,0041
3813,145,SBST,1,35,14131,13.2,0618,0045,0615,0044,0615,0042
3814,145,SBST,1,36,14151,13.7,0619,0047,0617,0045,0617,0043
3815,145,SBST,1,37,14041,14.3,0621,0049,0619,0047,0619,0045
3816,145,SBST,1,38,14051,14.7,0623,0051,0621,0048,0621,0046
3817,145,SBST,1,39,14241,15.2,0624,0052,0622,0050,0622,0048
3818,145,SBST,1,40,10331,15.5,0625,0053,0623,0051,0623,0049
3819,145,SBST,1,41,10341,16.0,0627,0055,0625,0052,0625,0050
3820,145,SBST,1,42,10351,16.3,0628,0056,0626,0053,0626,0051
3821,145,SBST,1,43,10181,16.6,0629,0057,0628,0054,0628,0052
3822,145,SBST,1,44,10191,16.8,0629,0057,0629,0055,0629,0053
3823,145,SBST,1,45,10201,17.1,0630,0058,0630,0056,0630,0054
3824,145,SBST,1,46,10281,17.5,0631,0059,0631,0057,0631,0055
3825,145,SBST,1,47,10291,17.9,0633,0100,0633,0058,0633,0056
